"order_id","customer_id","product_name","region","customer_segment","order_date","last_update_unix","units_sold","unit_price","notes","last_update","notes_clean","revenue","month"
103002,1273,Monitor,West,Consumer,2023-11-13 00:00:00.000,1700085600,6,130.35,Late delivery #complaint,2023-11-15 22:00:00.000,Late delivery complaint,782.0999999999999,"2023-11"
103003,4146,Mouse,Central,Corporate,2024-05-27 00:00:00.000,1717106400,16,992.41,Special discount applied %,2024-05-30 22:00:00.000,Special discount applied ,15878.56,"2024-05"
103004,4798,Monitor,North,Home Office,2023-09-09 00:00:00.000,1694383200,1,1409.02,Call customer before delivery @@@,2023-09-10 22:00:00.000,Call customer before delivery ,1409.02,"2023-09"
103005,4481,Camera,East,Consumer,2024-01-15 00:00:00.000,1705701600,1,1522.19,Late delivery #complaint,2024-01-19 22:00:00.000,Late delivery complaint,1522.19,"2024-01"
103006,4134,Camera,Central,Home Office,2023-06-09 00:00:00.000,1686261600,3,39.86,Leave package at door ###,2023-06-08 22:00:00.000,Leave package at door ,119.58,"2023-06"
103007,3131,Mouse,Central,Consumer,2024-12-30 00:00:00.000,1735682400,13,937.07,Handle with care!!!,2024-12-31 22:00:00.000,Handle with care,12181.91,"2024-12"
103008,4054,Headphones,West,Consumer,2024-12-02 00:00:00.000,1733263200,8,607.71,Leave package at door ###,2024-12-03 22:00:00.000,Leave package at door ,4861.68,"2024-12"
103009,1529,Keyboard,South,Corporate,2023-12-02 00:00:00.000,1701727200,19,783.74,Handle with care!!!,2023-12-04 22:00:00.000,Handle with care,14891.06,"2023-12"
103010,2840,Keyboard,South,Home Office,2024-08-25 00:00:00.000,1724796000,19,1685.45,Handle with care!!!,2024-08-27 22:00:00.000,Handle with care,32023.55,"2024-08"
103011,3940,Mouse,East,Corporate,2023-12-20 00:00:00.000,1703455200,3,991.06,Call customer before delivery @@@,2023-12-24 22:00:00.000,Call customer before delivery ,2973.18,"2023-12"
103012,3583,Camera,Central,Home Office,2024-06-23 00:00:00.000,1719180000,13,26.63,Late delivery #complaint,2024-06-23 22:00:00.000,Late delivery complaint,346.19,"2024-06"
103013,1565,Laptop,North,Home Office,2024-09-12 00:00:00.000,1726437600,15,1109.52,Special discount applied %,2024-09-15 22:00:00.000,Special discount applied ,16642.8,"2024-09"
103014,3767,Mouse,East,Consumer,2024-02-26 00:00:00.000,1708984800,14,172.02,Late delivery #complaint,2024-02-26 22:00:00.000,Late delivery complaint,2408.28,"2024-02"
103015,3919,Printer,Central,Home Office,2023-12-10 00:00:00.000,1702332000,12,227.94,Fragile item ***,2023-12-11 22:00:00.000,Fragile item ,2735.2799999999997,"2023-12"
103016,1281,Tablet,West,Corporate,2023-03-11 00:00:00.000,1678572000,11,1825.84,Late delivery #complaint,2023-03-11 22:00:00.000,Late delivery complaint,20084.239999999998,"2023-03"
103017,1148,Monitor,North,Corporate,2024-10-28 00:00:00.000,1730498400,7,26.86,VIP customer order $$$,2024-11-01 22:00:00.000,VIP customer order ,188.01999999999998,"2024-10"
103018,2266,Tablet,North,Home Office,2024-12-26 00:00:00.000,1735250400,18,1980.96,Late delivery #complaint,2024-12-26 22:00:00.000,Late delivery complaint,35657.28,"2024-12"
103019,3420,Mouse,West,Corporate,2023-04-22 00:00:00.000,1682460000,16,1184.26,VIP customer order $$$,2023-04-25 22:00:00.000,VIP customer order ,18948.16,"2023-04"
103020,4527,Tablet,East,Corporate,2023-08-21 00:00:00.000,1692914400,2,1727.74,Leave package at door ###,2023-08-24 22:00:00.000,Leave package at door ,3455.48,"2023-08"
103021,3376,Printer,South,Home Office,2023-10-24 00:00:00.000,1698357600,14,1707.96,Call customer before delivery @@@,2023-10-26 22:00:00.000,Call customer before delivery ,23911.440000000002,"2023-10"
103022,1021,Laptop,North,Home Office,2023-07-18 00:00:00.000,1689631200,6,1823.06,Urgent order!!!,2023-07-17 22:00:00.000,Urgent order,10938.36,"2023-07"
103023,1298,Camera,East,Home Office,2024-04-07 00:00:00.000,1712440800,12,1398.35,Leave package at door ###,2024-04-06 22:00:00.000,Leave package at door ,16780.199999999997,"2024-04"
103024,3547,Laptop,East,Consumer,2024-03-03 00:00:00.000,1709762400,2,1933.44,Fragile item ***,2024-03-06 22:00:00.000,Fragile item ,3866.88,"2024-03"
103025,4870,Phone,North,Corporate,2023-04-07 00:00:00.000,1680904800,2,1335.65,Customer requested fast shipping!!!,2023-04-07 22:00:00.000,Customer requested fast shipping,2671.3,"2023-04"
103026,1564,Phone,East,Corporate,2023-10-12 00:00:00.000,1697234400,13,509.42,Customer requested fast shipping!!!,2023-10-13 22:00:00.000,Customer requested fast shipping,6622.46,"2023-10"
103027,2609,Printer,North,Corporate,2024-11-14 00:00:00.000,1731708000,10,1089.42,Late delivery #complaint,2024-11-15 22:00:00.000,Late delivery complaint,10894.2,"2024-11"
103028,3224,Laptop,West,Corporate,2023-02-15 00:00:00.000,1676412000,3,1448.31,Gift-wrap requested @ checkout,2023-02-14 22:00:00.000,Giftwrap requested  checkout,4344.93,"2023-02"
103029,3741,Monitor,South,Corporate,2024-06-13 00:00:00.000,1718575200,5,817.72,Call customer before delivery @@@,2024-06-16 22:00:00.000,Call customer before delivery ,4088.6000000000004,"2024-06"
103030,4909,Router,West,Home Office,2024-07-05 00:00:00.000,1720130400,3,901.69,Gift-wrap requested @ checkout,2024-07-04 22:00:00.000,Giftwrap requested  checkout,2705.07,"2024-07"
103031,3767,Laptop,East,Home Office,2024-11-14 00:00:00.000,1731880800,11,1193.57,Fragile item ***,2024-11-17 22:00:00.000,Fragile item ,13129.269999999999,"2024-11"
103032,4148,Phone,North,Home Office,2024-05-30 00:00:00.000,1717279200,4,356.21,Handle with care!!!,2024-06-01 22:00:00.000,Handle with care,1424.84,"2024-05"
103033,1270,Laptop,West,Home Office,2023-02-10 00:00:00.000,1676239200,6,1610.37,Leave package at door ###,2023-02-12 22:00:00.000,Leave package at door ,9662.22,"2023-02"
103034,3399,Camera,East,Consumer,2023-07-11 00:00:00.000,1689458400,8,319.02,Leave package at door ###,2023-07-15 22:00:00.000,Leave package at door ,2552.16,"2023-07"
103035,2095,Monitor,North,Consumer,2024-08-03 00:00:00.000,1722636000,4,862.76,Handle with care!!!,2024-08-02 22:00:00.000,Handle with care,3451.04,"2024-08"
103036,4255,Monitor,Central,Home Office,2024-11-24 00:00:00.000,1732744800,13,1851.77,Leave package at door ###,2024-11-27 22:00:00.000,Leave package at door ,24073.01,"2024-11"
103037,3712,Keyboard,West,Home Office,2023-06-10 00:00:00.000,1686693600,8,1775.57,Fragile item ***,2023-06-13 22:00:00.000,Fragile item ,14204.56,"2023-06"
103038,3641,Camera,South,Corporate,2024-02-21 00:00:00.000,1708639200,8,598.9,Special discount applied %,2024-02-22 22:00:00.000,Special discount applied ,4791.2,"2024-02"
103039,2173,Printer,East,Corporate,2023-08-31 00:00:00.000,1693778400,8,889.82,Handle with care!!!,2023-09-03 22:00:00.000,Handle with care,7118.56,"2023-08"
103040,3375,Phone,West,Home Office,2023-08-02 00:00:00.000,1691100000,19,739.13,Fragile item ***,2023-08-03 22:00:00.000,Fragile item ,14043.47,"2023-08"
103041,2988,Mouse,North,Consumer,2024-09-04 00:00:00.000,1725487200,18,451.61,VIP customer order $$$,2024-09-04 22:00:00.000,VIP customer order ,8128.9800000000005,"2024-09"
103042,1373,Headphones,West,Home Office,2024-04-23 00:00:00.000,1714168800,7,638.86,Special discount applied %,2024-04-26 22:00:00.000,Special discount applied ,4472.02,"2024-04"
103043,2404,Laptop,South,Home Office,2023-08-14 00:00:00.000,1691964000,13,1314.8,Leave package at door ###,2023-08-13 22:00:00.000,Leave package at door ,17092.399999999998,"2023-08"
103044,1114,Camera,West,Home Office,2023-09-10 00:00:00.000,1694469600,14,734.69,Gift-wrap requested @ checkout,2023-09-11 22:00:00.000,Giftwrap requested  checkout,10285.66,"2023-09"
103045,2248,Printer,South,Corporate,2024-07-07 00:00:00.000,1720476000,18,1874.2,Call customer before delivery @@@,2024-07-08 22:00:00.000,Call customer before delivery ,33735.6,"2024-07"
103046,1583,Phone,West,Consumer,2024-03-19 00:00:00.000,1710972000,6,125.06,Urgent order!!!,2024-03-20 22:00:00.000,Urgent order,750.36,"2024-03"
103047,2807,Tablet,West,Consumer,2024-03-04 00:00:00.000,1709762400,20,459.77,VIP customer order $$$,2024-03-06 22:00:00.000,VIP customer order ,9195.4,"2024-03"
103048,3448,Printer,Central,Corporate,2024-06-11 00:00:00.000,1718143200,3,62.56,Gift-wrap requested @ checkout,2024-06-11 22:00:00.000,Giftwrap requested  checkout,187.68,"2024-06"
103049,1774,Monitor,South,Corporate,2023-04-05 00:00:00.000,1680645600,6,1851.32,Gift-wrap requested @ checkout,2023-04-04 22:00:00.000,Giftwrap requested  checkout,11107.92,"2023-04"
103050,2624,Headphones,North,Consumer,2024-04-30 00:00:00.000,1714687200,1,273.23,Call customer before delivery @@@,2024-05-02 22:00:00.000,Call customer before delivery ,273.23,"2024-04"
103051,3093,Mouse,East,Corporate,2023-01-26 00:00:00.000,1674943200,7,817.47,Customer requested fast shipping!!!,2023-01-28 22:00:00.000,Customer requested fast shipping,5722.29,"2023-01"
103052,2833,Camera,West,Home Office,2023-05-30 00:00:00.000,1685829600,11,208.65,Leave package at door ###,2023-06-03 22:00:00.000,Leave package at door ,2295.15,"2023-05"
103053,2654,Monitor,Central,Consumer,2024-10-16 00:00:00.000,1729461600,14,582.02,VIP customer order $$$,2024-10-20 22:00:00.000,VIP customer order ,8148.28,"2024-10"
103054,4467,Printer,South,Corporate,2024-01-01 00:00:00.000,1704146400,1,1177.14,Gift-wrap requested @ checkout,2024-01-01 22:00:00.000,Giftwrap requested  checkout,1177.14,"2024-01"
103055,1777,Router,West,Consumer,2023-02-10 00:00:00.000,1676239200,9,1113.21,Fragile item ***,2023-02-12 22:00:00.000,Fragile item ,10018.89,"2023-02"
103056,4408,Headphones,Central,Consumer,2023-08-30 00:00:00.000,1693519200,14,736.9,Call customer before delivery @@@,2023-08-31 22:00:00.000,Call customer before delivery ,10316.6,"2023-08"
103057,4223,Printer,Central,Corporate,2024-02-09 00:00:00.000,1707602400,1,1761.55,VIP customer order $$$,2024-02-10 22:00:00.000,VIP customer order ,1761.55,"2024-02"
103058,3302,Router,North,Consumer,2024-10-07 00:00:00.000,1728338400,20,832.02,Late delivery #complaint,2024-10-07 22:00:00.000,Late delivery complaint,16640.4,"2024-10"
103059,2369,Tablet,East,Corporate,2023-01-05 00:00:00.000,1672956000,20,128.77,Fragile item ***,2023-01-05 22:00:00.000,Fragile item ,2575.4,"2023-01"
103060,2271,Mouse,South,Consumer,2023-03-02 00:00:00.000,1677880800,7,1836.88,Special discount applied %,2023-03-03 22:00:00.000,Special discount applied ,12858.16,"2023-03"
103061,1282,Router,East,Home Office,2023-06-19 00:00:00.000,1687384800,18,142.93,Call customer before delivery @@@,2023-06-21 22:00:00.000,Call customer before delivery ,2572.7400000000002,"2023-06"
103062,2927,Phone,South,Consumer,2024-07-16 00:00:00.000,1721167200,10,1067.72,Special discount applied %,2024-07-16 22:00:00.000,Special discount applied ,10677.2,"2024-07"
103063,1817,Router,East,Corporate,2024-06-10 00:00:00.000,1718229600,7,632.02,Fragile item ***,2024-06-12 22:00:00.000,Fragile item ,4424.139999999999,"2024-06"
103064,3918,Headphones,East,Corporate,2023-01-15 00:00:00.000,1674079200,18,791.0,VIP customer order $$$,2023-01-18 22:00:00.000,VIP customer order ,14238.0,"2023-01"
103065,3324,Phone,West,Home Office,2024-06-02 00:00:00.000,1717452000,1,1213.18,Leave package at door ###,2024-06-03 22:00:00.000,Leave package at door ,1213.18,"2024-06"
103066,4851,Mouse,Central,Consumer,2024-02-24 00:00:00.000,1708984800,1,1364.25,Special discount applied %,2024-02-26 22:00:00.000,Special discount applied ,1364.25,"2024-02"
103067,1457,Camera,North,Consumer,2024-10-19 00:00:00.000,1729720800,1,704.61,Handle with care!!!,2024-10-23 22:00:00.000,Handle with care,704.61,"2024-10"
103068,4903,Printer,West,Corporate,2023-09-04 00:00:00.000,1694124000,10,1899.77,Fragile item ***,2023-09-07 22:00:00.000,Fragile item ,18997.7,"2023-09"
103069,2613,Keyboard,South,Consumer,2023-05-22 00:00:00.000,1684879200,9,1510.5,Leave package at door ###,2023-05-23 22:00:00.000,Leave package at door ,13594.5,"2023-05"
103070,1966,Keyboard,West,Home Office,2023-08-28 00:00:00.000,1693605600,19,321.61,Special discount applied %,2023-09-01 22:00:00.000,Special discount applied ,6110.59,"2023-08"
103071,2311,Mouse,West,Corporate,2023-12-14 00:00:00.000,1702850400,14,1778.26,Gift-wrap requested @ checkout,2023-12-17 22:00:00.000,Giftwrap requested  checkout,24895.64,"2023-12"
103072,3589,Camera,North,Home Office,2024-11-04 00:00:00.000,1730844000,1,92.92,Customer requested fast shipping!!!,2024-11-05 22:00:00.000,Customer requested fast shipping,92.92,"2024-11"
103073,3135,Keyboard,West,Consumer,2023-04-09 00:00:00.000,1680991200,7,1376.68,Late delivery #complaint,2023-04-08 22:00:00.000,Late delivery complaint,9636.76,"2023-04"
103074,4847,Monitor,North,Consumer,2023-10-01 00:00:00.000,1696197600,14,1888.01,Gift-wrap requested @ checkout,2023-10-01 22:00:00.000,Giftwrap requested  checkout,26432.14,"2023-10"
103075,3639,Router,East,Home Office,2024-01-16 00:00:00.000,1705528800,1,1050.41,Special discount applied %,2024-01-17 22:00:00.000,Special discount applied ,1050.41,"2024-01"
103076,2026,Camera,East,Home Office,2023-08-21 00:00:00.000,1692741600,8,420.57,Leave package at door ###,2023-08-22 22:00:00.000,Leave package at door ,3364.56,"2023-08"
103077,4401,Mouse,South,Consumer,2024-03-12 00:00:00.000,1710540000,20,1770.87,Handle with care!!!,2024-03-15 22:00:00.000,Handle with care,35417.399999999994,"2024-03"
103078,3621,Laptop,South,Consumer,2023-11-20 00:00:00.000,1700690400,14,1786.04,VIP customer order $$$,2023-11-22 22:00:00.000,VIP customer order ,25004.559999999998,"2023-11"
103079,2913,Phone,Central,Consumer,2023-10-20 00:00:00.000,1697839200,10,1142.47,VIP customer order $$$,2023-10-20 22:00:00.000,VIP customer order ,11424.7,"2023-10"
103080,3210,Tablet,North,Consumer,2024-03-31 00:00:00.000,1712008800,11,180.78,Urgent order!!!,2024-04-01 22:00:00.000,Urgent order,1988.58,"2024-03"
103081,3719,Camera,East,Corporate,2023-03-21 00:00:00.000,1679522400,13,567.07,VIP customer order $$$,2023-03-22 22:00:00.000,VIP customer order ,7371.910000000001,"2023-03"
103082,3690,Keyboard,East,Consumer,2024-01-08 00:00:00.000,1704751200,15,1354.28,Urgent order!!!,2024-01-08 22:00:00.000,Urgent order,20314.2,"2024-01"
103083,1456,Camera,West,Corporate,2023-08-18 00:00:00.000,1692309600,6,659.27,Handle with care!!!,2023-08-17 22:00:00.000,Handle with care,3955.62,"2023-08"
103084,2791,Phone,East,Home Office,2023-02-01 00:00:00.000,1675202400,12,1092.66,Leave package at door ###,2023-01-31 22:00:00.000,Leave package at door ,13111.920000000002,"2023-02"
103085,2711,Printer,North,Home Office,2024-08-28 00:00:00.000,1724796000,8,143.52,VIP customer order $$$,2024-08-27 22:00:00.000,VIP customer order ,1148.16,"2024-08"
103086,2345,Router,East,Consumer,2023-04-17 00:00:00.000,1681768800,13,1534.91,Call customer before delivery @@@,2023-04-17 22:00:00.000,Call customer before delivery ,19953.83,"2023-04"
103087,1714,Mouse,West,Home Office,2024-02-06 00:00:00.000,1707256800,6,1972.91,Handle with care!!!,2024-02-06 22:00:00.000,Handle with care,11837.460000000001,"2024-02"
103088,4276,Router,North,Consumer,2023-09-21 00:00:00.000,1695420000,6,1165.01,Call customer before delivery @@@,2023-09-22 22:00:00.000,Call customer before delivery ,6990.0599999999995,"2023-09"
103089,4232,Mouse,North,Consumer,2024-06-18 00:00:00.000,1718661600,16,554.83,Call customer before delivery @@@,2024-06-17 22:00:00.000,Call customer before delivery ,8877.28,"2024-06"
103090,1636,Router,West,Consumer,2023-02-09 00:00:00.000,1675893600,8,1591.87,Fragile item ***,2023-02-08 22:00:00.000,Fragile item ,12734.96,"2023-02"
103091,3913,Router,West,Corporate,2023-04-20 00:00:00.000,1682373600,17,146.98,Call customer before delivery @@@,2023-04-24 22:00:00.000,Call customer before delivery ,2498.66,"2023-04"
103092,1158,Laptop,West,Consumer,2024-08-21 00:00:00.000,1724191200,1,1341.39,Fragile item ***,2024-08-20 22:00:00.000,Fragile item ,1341.39,"2024-08"
103093,4531,Keyboard,South,Consumer,2023-07-01 00:00:00.000,1688248800,16,986.63,Fragile item ***,2023-07-01 22:00:00.000,Fragile item ,15786.08,"2023-07"
103094,1281,Headphones,West,Home Office,2024-04-30 00:00:00.000,1714428000,7,776.49,Urgent order!!!,2024-04-29 22:00:00.000,Urgent order,5435.43,"2024-04"
103095,3865,Headphones,West,Corporate,2024-06-26 00:00:00.000,1719352800,16,1302.02,Urgent order!!!,2024-06-25 22:00:00.000,Urgent order,20832.32,"2024-06"
103096,3206,Headphones,North,Home Office,2024-11-24 00:00:00.000,1732399200,7,590.83,Fragile item ***,2024-11-23 22:00:00.000,Fragile item ,4135.81,"2024-11"
103097,3627,Mouse,Central,Home Office,2023-05-18 00:00:00.000,1684360800,15,1374.55,Gift-wrap requested @ checkout,2023-05-17 22:00:00.000,Giftwrap requested  checkout,20618.25,"2023-05"
103098,2468,Router,Central,Consumer,2024-07-04 00:00:00.000,1720044000,15,1362.89,Gift-wrap requested @ checkout,2024-07-03 22:00:00.000,Giftwrap requested  checkout,20443.350000000002,"2024-07"
103099,1834,Laptop,North,Corporate,2024-04-01 00:00:00.000,1712268000,11,1059.41,VIP customer order $$$,2024-04-04 22:00:00.000,VIP customer order ,11653.51,"2024-04"
103100,2542,Keyboard,North,Consumer,2023-12-01 00:00:00.000,1701727200,18,109.09,Fragile item ***,2023-12-04 22:00:00.000,Fragile item ,1963.6200000000001,"2023-12"
103101,3906,Keyboard,South,Corporate,2023-11-07 00:00:00.000,1699567200,5,1918.91,Customer requested fast shipping!!!,2023-11-09 22:00:00.000,Customer requested fast shipping,9594.550000000001,"2023-11"
103102,4757,Headphones,North,Home Office,2024-06-02 00:00:00.000,1717538400,12,1264.28,Leave package at door ###,2024-06-04 22:00:00.000,Leave package at door ,15171.36,"2024-06"
103103,2297,Phone,South,Home Office,2023-05-11 00:00:00.000,1683928800,5,1932.76,Late delivery #complaint,2023-05-12 22:00:00.000,Late delivery complaint,9663.8,"2023-05"
103104,4323,Monitor,West,Consumer,2023-01-31 00:00:00.000,1675548000,3,892.03,Call customer before delivery @@@,2023-02-04 22:00:00.000,Call customer before delivery ,2676.09,"2023-01"
103105,1837,Mouse,Central,Corporate,2023-03-08 00:00:00.000,1678572000,15,452.52,Leave package at door ###,2023-03-11 22:00:00.000,Leave package at door ,6787.799999999999,"2023-03"
103106,1524,Printer,West,Corporate,2024-01-14 00:00:00.000,1705615200,16,1079.56,Fragile item ***,2024-01-18 22:00:00.000,Fragile item ,17272.96,"2024-01"
103107,4007,Phone,East,Corporate,2024-06-18 00:00:00.000,1719007200,2,1875.37,Handle with care!!!,2024-06-21 22:00:00.000,Handle with care,3750.74,"2024-06"
103108,4105,Keyboard,Central,Home Office,2023-05-16 00:00:00.000,1684188000,15,1215.7,Fragile item ***,2023-05-15 22:00:00.000,Fragile item ,18235.5,"2023-05"
103109,2388,Printer,West,Corporate,2023-03-02 00:00:00.000,1678053600,5,162.85,Late delivery #complaint,2023-03-05 22:00:00.000,Late delivery complaint,814.25,"2023-03"
103110,4589,Camera,East,Consumer,2023-08-10 00:00:00.000,1691704800,19,452.27,Late delivery #complaint,2023-08-10 22:00:00.000,Late delivery complaint,8593.13,"2023-08"
103111,3353,Keyboard,Central,Home Office,2024-06-10 00:00:00.000,1718316000,19,1424.3,Gift-wrap requested @ checkout,2024-06-13 22:00:00.000,Giftwrap requested  checkout,27061.7,"2024-06"
103112,2640,Phone,West,Consumer,2024-09-11 00:00:00.000,1726005600,12,473.04,VIP customer order $$$,2024-09-10 22:00:00.000,VIP customer order ,5676.4800000000005,"2024-09"
103113,1288,Monitor,East,Consumer,2023-02-15 00:00:00.000,1676757600,14,1103.51,Gift-wrap requested @ checkout,2023-02-18 22:00:00.000,Giftwrap requested  checkout,15449.14,"2023-02"
103114,4537,Monitor,North,Home Office,2023-08-08 00:00:00.000,1691704800,3,16.78,Customer requested fast shipping!!!,2023-08-10 22:00:00.000,Customer requested fast shipping,50.34,"2023-08"
103115,1347,Tablet,North,Consumer,2024-08-04 00:00:00.000,1722722400,13,397.12,VIP customer order $$$,2024-08-03 22:00:00.000,VIP customer order ,5162.56,"2024-08"
103116,2270,Mouse,North,Corporate,2024-03-11 00:00:00.000,1710108000,14,1180.98,Handle with care!!!,2024-03-10 22:00:00.000,Handle with care,16533.72,"2024-03"
103117,2804,Laptop,West,Corporate,2023-05-18 00:00:00.000,1684620000,20,283.08,Fragile item ***,2023-05-20 22:00:00.000,Fragile item ,5661.599999999999,"2023-05"
103118,2338,Headphones,South,Corporate,2024-12-08 00:00:00.000,1733868000,14,1338.45,Special discount applied %,2024-12-10 22:00:00.000,Special discount applied ,18738.3,"2024-12"
103119,4153,Monitor,North,Consumer,2024-08-21 00:00:00.000,1724277600,5,752.45,Customer requested fast shipping!!!,2024-08-21 22:00:00.000,Customer requested fast shipping,3762.25,"2024-08"
103120,2491,Mouse,West,Home Office,2024-07-09 00:00:00.000,1720476000,14,321.73,Leave package at door ###,2024-07-08 22:00:00.000,Leave package at door ,4504.22,"2024-07"
103121,3492,Headphones,West,Home Office,2023-07-18 00:00:00.000,1689976800,6,134.95,Special discount applied %,2023-07-21 22:00:00.000,Special discount applied ,809.6999999999999,"2023-07"
103122,4956,Router,West,Consumer,2023-10-25 00:00:00.000,1698271200,3,1090.02,Leave package at door ###,2023-10-25 22:00:00.000,Leave package at door ,3270.06,"2023-10"
103123,3432,Printer,East,Consumer,2023-04-18 00:00:00.000,1681768800,20,1739.28,Customer requested fast shipping!!!,2023-04-17 22:00:00.000,Customer requested fast shipping,34785.6,"2023-04"
103124,4108,Camera,North,Consumer,2024-01-05 00:00:00.000,1704405600,5,1019.61,Special discount applied %,2024-01-04 22:00:00.000,Special discount applied ,5098.05,"2024-01"
103125,1810,Keyboard,South,Corporate,2023-11-29 00:00:00.000,1701468000,9,1038.67,Handle with care!!!,2023-12-01 22:00:00.000,Handle with care,9348.03,"2023-11"
103126,3974,Tablet,North,Home Office,2023-09-22 00:00:00.000,1695420000,15,558.79,Handle with care!!!,2023-09-22 22:00:00.000,Handle with care,8381.849999999999,"2023-09"
103127,2037,Laptop,Central,Home Office,2023-08-18 00:00:00.000,1692396000,12,916.03,Call customer before delivery @@@,2023-08-18 22:00:00.000,Call customer before delivery ,10992.36,"2023-08"
103128,4570,Camera,South,Corporate,2024-02-22 00:00:00.000,1708812000,2,1438.67,Leave package at door ###,2024-02-24 22:00:00.000,Leave package at door ,2877.34,"2024-02"
103129,1551,Tablet,South,Corporate,2024-05-23 00:00:00.000,1716760800,2,965.68,Handle with care!!!,2024-05-26 22:00:00.000,Handle with care,1931.36,"2024-05"
103130,3742,Router,South,Consumer,2023-12-11 00:00:00.000,1702591200,20,769.22,Handle with care!!!,2023-12-14 22:00:00.000,Handle with care,15384.400000000001,"2023-12"
103131,4924,Phone,South,Home Office,2024-03-24 00:00:00.000,1711576800,1,1992.51,Late delivery #complaint,2024-03-27 22:00:00.000,Late delivery complaint,1992.51,"2024-03"
103132,3826,Tablet,East,Home Office,2024-06-28 00:00:00.000,1719871200,7,1497.55,Leave package at door ###,2024-07-01 22:00:00.000,Leave package at door ,10482.85,"2024-06"
103133,2281,Phone,West,Corporate,2023-10-24 00:00:00.000,1698357600,2,1366.87,Late delivery #complaint,2023-10-26 22:00:00.000,Late delivery complaint,2733.74,"2023-10"
103134,3341,Mouse,East,Corporate,2023-09-21 00:00:00.000,1695420000,2,1575.02,Customer requested fast shipping!!!,2023-09-22 22:00:00.000,Customer requested fast shipping,3150.04,"2023-09"
103135,3691,Tablet,North,Corporate,2024-08-03 00:00:00.000,1722722400,2,973.81,Leave package at door ###,2024-08-03 22:00:00.000,Leave package at door ,1947.62,"2024-08"
103136,4715,Phone,West,Corporate,2024-06-26 00:00:00.000,1719352800,1,1159.34,Call customer before delivery @@@,2024-06-25 22:00:00.000,Call customer before delivery ,1159.34,"2024-06"
103137,1058,Keyboard,East,Corporate,2023-09-14 00:00:00.000,1694815200,3,108.89,Call customer before delivery @@@,2023-09-15 22:00:00.000,Call customer before delivery ,326.67,"2023-09"
103138,1170,Monitor,Central,Corporate,2024-02-04 00:00:00.000,1707256800,12,516.91,Leave package at door ###,2024-02-06 22:00:00.000,Leave package at door ,6202.92,"2024-02"
103139,3491,Router,North,Consumer,2024-06-10 00:00:00.000,1718402400,17,1272.18,Handle with care!!!,2024-06-14 22:00:00.000,Handle with care,21627.06,"2024-06"
103140,2513,Printer,West,Consumer,2023-01-30 00:00:00.000,1675202400,4,692.57,VIP customer order $$$,2023-01-31 22:00:00.000,VIP customer order ,2770.28,"2023-01"
103141,2368,Mouse,West,Corporate,2024-12-18 00:00:00.000,1734645600,6,567.13,Late delivery #complaint,2024-12-19 22:00:00.000,Late delivery complaint,3402.7799999999997,"2024-12"
103142,4610,Headphones,West,Consumer,2023-12-06 00:00:00.000,1701986400,15,325.84,Special discount applied %,2023-12-07 22:00:00.000,Special discount applied ,4887.599999999999,"2023-12"
103143,3083,Monitor,Central,Corporate,2023-03-18 00:00:00.000,1679176800,9,1061.63,Late delivery #complaint,2023-03-18 22:00:00.000,Late delivery complaint,9554.670000000002,"2023-03"
103144,3546,Printer,North,Home Office,2023-01-20 00:00:00.000,1674252000,9,861.5,Urgent order!!!,2023-01-20 22:00:00.000,Urgent order,7753.5,"2023-01"
103145,1001,Printer,West,Consumer,2024-06-11 00:00:00.000,1718316000,11,1793.4,Leave package at door ###,2024-06-13 22:00:00.000,Leave package at door ,19727.4,"2024-06"
103146,3907,Tablet,North,Corporate,2023-07-09 00:00:00.000,1688940000,5,1604.88,Late delivery #complaint,2023-07-09 22:00:00.000,Late delivery complaint,8024.400000000001,"2023-07"
103147,3361,Camera,South,Consumer,2023-11-08 00:00:00.000,1699740000,17,207.09,Gift-wrap requested @ checkout,2023-11-11 22:00:00.000,Giftwrap requested  checkout,3520.53,"2023-11"
103148,4348,Mouse,East,Consumer,2023-02-11 00:00:00.000,1676066400,5,1854.0,Customer requested fast shipping!!!,2023-02-10 22:00:00.000,Customer requested fast shipping,9270.0,"2023-02"
103149,2151,Laptop,West,Corporate,2023-01-22 00:00:00.000,1674338400,10,1984.26,Call customer before delivery @@@,2023-01-21 22:00:00.000,Call customer before delivery ,19842.6,"2023-01"
103150,1997,Headphones,East,Home Office,2024-10-24 00:00:00.000,1729807200,12,299.42,Special discount applied %,2024-10-24 22:00:00.000,Special discount applied ,3593.04,"2024-10"
103151,1392,Laptop,South,Corporate,2023-11-07 00:00:00.000,1699653600,12,430.64,Fragile item ***,2023-11-10 22:00:00.000,Fragile item ,5167.68,"2023-11"
103152,3908,Headphones,North,Home Office,2023-02-10 00:00:00.000,1675980000,1,758.63,Urgent order!!!,2023-02-09 22:00:00.000,Urgent order,758.63,"2023-02"
103153,3762,Laptop,Central,Corporate,2023-06-17 00:00:00.000,1687039200,12,1783.38,Customer requested fast shipping!!!,2023-06-17 22:00:00.000,Customer requested fast shipping,21400.56,"2023-06"
103154,1777,Headphones,West,Consumer,2024-12-29 00:00:00.000,1735596000,15,1110.72,Fragile item ***,2024-12-30 22:00:00.000,Fragile item ,16660.8,"2024-12"
